rank,primary_isbn13,publisher,description,price,title,author,age_group,list,date,month_on_list
6,9781624300004,Addison Moore,A one-night stand turns into love for two college students.,0.0,SOMEONE TO LOVE,Addison Moore,,combined-print-and-e-book-fiction,2013-02-01,1.0
7,9781612130613,Knopf Doubleday Publishing,The final book in an erotic trilogy.,0.0,FIFTY SHADES FREED,E L James,,combined-print-and-e-book-fiction,2013-02-01,14.0
8,9781612130590,Knopf Doubleday Publishing,Ana Steele learns more about Christian Grey’s troubled past; the second book in a trilogy.,0.0,FIFTY SHADES DARKER,E L James,,combined-print-and-e-book-fiction,2013-02-01,15.0
9,9780446573047,Grand Central Publishing,The military investigator John Puller probes his aunt’s mysterious death in Florida.,0.0,THE FORGOTTEN,David Baldacci,,combined-print-and-e-book-fiction,2013-02-01,3.0
10,9780765325952,Tor/Tom Doherty Associates,The 14th and final novel in the Wheel of Time fantasy series.,0.0,A MEMORY OF LIGHT,Robert Jordan and Brandon Sanderson,,combined-print-and-e-book-fiction,2013-02-01,5.0
11,A00B00ANDLC6K,Jessica Sorensen,"A boy and girl, both with tragedy in their past, come together after a chance encounter.",0.0,THE COINCIDENCE OF CALLIE AND KAYDEN,Jessica Sorensen,,combined-print-and-e-book-fiction,2013-02-01,2.0
12,9781451640250,Simon & Schuster,The veteran sniper Bob Lee Swagger investigates the assassination of John F. Kennedy.,0.0,THE THIRD BULLET,Stephen Hunter,,combined-print-and-e-book-fiction,2013-02-01,1.0
13,9780385536882,Knopf Doubleday Publishing,An imprisoned ex-lawyer schemes to exchange this information about who murdered a judge for his freedom.,0.0,THE RACKETEER,John Grisham,,combined-print-and-e-book-fiction,2013-02-01,3.0
14,9780062000125,HarperCollins,The discovery of a lost colony reveals a conspiracy from the nation's founding; a Sigma Force novel.,0.0,THE DEVIL COLONY,James Rollins,,combined-print-and-e-book-fiction,2013-02-01,1.0
15,9780547416113,Houghton Mifflin Harcourt,A teenage boy and a 450-pound tiger are thrown together in a lifeboat after a shipwreck; originally published in 2002 and now a movie.,0.0,LIFE OF PI,Yann Martel,,combined-print-and-e-book-fiction,2013-02-01,3.0
16,9780812993806,Random House Publishing,Saunders’s relentless humor and generosity of spirit keep his highly moral tales from succumbing to life’s darker aspects.,0.0,TENTH OF DECEMBER,George Saunders,,combined-print-and-e-book-fiction,2013-02-01,5.0
17,9781476717005,Simon & Schuster,"A girl begins to question the authorities who run the Republic, the totalitarian successor to the United States created by the U.N.",0.0,AGENDA 21,Glenn Beck with Harriet Parke,,combined-print-and-e-book-fiction,2013-02-01,1.0
18,9780316069441,"Little, Brown & Company","In a case that spans 20 years, the Los Angeles detective Harry Bosch links a recent crime to the killing of a photographer amid the 1992 race riots. ",0.0,THE BLACK BOX,Michael Connelly,,combined-print-and-e-book-fiction,2013-02-01,3.0
19,9781101604915,Penguin Group,"The sensual story that began in ""Bared to You"" continues, as Eva and Gideon learn more about each other and deal with unexpected challenges.",0.0,REFLECTED IN YOU,Sylvia Day,,combined-print-and-e-book-fiction,2013-02-01,3.0
20,9781101604786,Penguin Group,"Eva and Gideon, recovering from difficult pasts, develop an intense, obsessive relationship.",0.0,BARED TO YOU,Sylvia Day,,combined-print-and-e-book-fiction,2013-02-01,7.0
1,9780446574242,Grand Central Publishing,The arrival of a mysterious young woman in a small North Carolina town raises questions about her past.,0.0,SAFE HAVEN,Nicholas Sparks,,combined-print-and-e-book-fiction,2013-03-01,5.0
2,9780385350082,Knopf Doubleday Publishing,"Guests at an inn by the sea on Ireland’s west coast; the final book by Binchy, who died in 2012. ",0.0,A WEEK IN WINTER,Maeve Binchy,,combined-print-and-e-book-fiction,2013-03-01,2.0
3,9780345538819,Random House Publishing,"The Los Angeles psychologist-detective Alex Delaware and the detective Milo Sturgis turn their sights six decades into the past to pursue the story of a beautiful nurse and her lover, a doctor. ",0.0,GUILT,Jonathan Kellerman,,combined-print-and-e-book-fiction,2013-03-01,1.0
4,9780307588388,Crown Publishing,A woman disappears on the day of her fifth anniversary; is her husband a killer?,0.0,GONE GIRL,Gillian Flynn,,combined-print-and-e-book-fiction,2013-03-01,26.0
5,9780985671952,Elisabeth Naughton,"As she digs into her past, a woman who has lost her memory in an accident is drawn to a man in San Francisco.",0.0,WAIT FOR ME,Elisabeth Naughton,,combined-print-and-e-book-fiction,2013-03-01,1.0
6,9781612130293,Knopf Doubleday Publishing,A college student falls in love with a tortured man with particular sexual tastes; the first of a trilogy.,0.0,FIFTY SHADES OF GREY,E L James,,combined-print-and-e-book-fiction,2013-03-01,21.0
7,9781101620366,Penguin Group,"Gabe Hamilton, a wealthy hotel owner, and Mia Crestwell, the much younger sister of his best friend, embark on an obsessive relationship.",0.0,RUSH,Maya Banks,,combined-print-and-e-book-fiction,2013-03-01,1.0
8,9781101611012,Penguin Group,An investigator probing the disappearance of a seemingly perfect Boston family must dig beneath the surface.,0.0,TOUCH AND GO,Lisa Gardner,,combined-print-and-e-book-fiction,2013-03-01,1.0
9,9781476730103,Gallery Books,"Sparks fly between an Bennett Ryan, an inconsiderate boss, and his beautiful assistant, Chloe Mills.",0.0,BEAUTIFUL BASTARD,Christina Lauren,,combined-print-and-e-book-fiction,2013-03-01,1.0
10,9780316211185,"Little, Brown & Company",A superstar agent at the German headquarters of a powerful investigation firm disappears.,0.0,PRIVATE BERLIN,James Patterson and Mark Sullivan,,combined-print-and-e-book-fiction,2013-03-01,1.0
11,9781612130613,Knopf Doubleday Publishing,The final book in an erotic trilogy.,0.0,FIFTY SHADES FREED,E L James,,combined-print-and-e-book-fiction,2013-03-01,14.0
12,9781429960236,"Farrar, Straus & Giroux",A man recently released from a mental institution has two obsessions: his estranged wife and the Philadelphia Eagles. The basis of the movie; originally published in 2009.,0.0,THE SILVER LININGS PLAYBOOK,Matthew Quick,,combined-print-and-e-book-fiction,2013-03-01,4.0
13,9781612130590,Knopf Doubleday Publishing,Ana Steele learns more about Christian Grey’s troubled past; the second book in a trilogy.,0.0,FIFTY SHADES DARKER,E L James,,combined-print-and-e-book-fiction,2013-03-01,15.0
14,A00B00BD9HOY2,Courtney Cole,"Pax, a 24-year-old bad boy, has filled the hole in his heart left by his mother’s death with drugs and women, but when he meets Mila, he wants to clean up his act.",0.0,IF YOU STAY,Courtney Cole,,combined-print-and-e-book-fiction,2013-03-01,1.0
15,9781250011015,St. Martin's Press,"Wealthy, famous and decadent characters gather on a luxury yacht off the coast of Cabo San Lucas. ",0.0,THE POWER TRIP,Jackie Collins,,combined-print-and-e-book-fiction,2013-03-01,1.0
16,9781101609163,Penguin Group,"A Los Angeles policeman and a German shepherd, both suffering from PTSD, search for the killers of the cop’s partner.",0.0,SUSPECT,Robert Crais,,combined-print-and-e-book-fiction,2013-03-01,1.0
17,9780307717115,Crown Publishing,"The information specialist Vanessa Munroe helps a Houston oilman find his daughter, who disappeared in Africa four years earlier.",0.0,THE INFORMATIONIST,Taylor Stevens,,combined-print-and-e-book-fiction,2013-03-01,1.0
18,9780812993806,Random House Publishing,Saunders’s relentless humor and generosity of spirit keep his highly moral tales from succumbing to life’s darker aspects.,0.0,TENTH OF DECEMBER,George Saunders,,combined-print-and-e-book-fiction,2013-03-01,5.0
19,9781938404504,Sapphire Star Publishing,"Christian Davison and Elizabeth Ayers meet and fall in love; a prequel to ""Take This Regret.""",0.0,LOST TO YOU,A L Jackson,,combined-print-and-e-book-fiction,2013-03-01,1.0
20,9780385346849,Crown Publishing,Two couples meet in an Amsterdam restaurant to discuss their sons’ criminal activities.,0.0,THE DINNER,Herman Koch,,combined-print-and-e-book-fiction,2013-03-01,1.0
1,9781101611029,Penguin Group,"Six years after the woman he loved married another man, Jake Fisher discovers that neither she nor their life together were what theyseemed, and he sets out to uncover the truth.",0.0,SIX YEARS,Harlan Coben,,combined-print-and-e-book-fiction,2013-04-01,2.0
2,9780988982901,J. Lynn,"Nineteen-year-old Avery Morgansten hopes she can escape the tragedy in her past when she goes to college, but she begins to receive threats.",0.0,WAIT FOR YOU,J Lynn,,combined-print-and-e-book-fiction,2013-04-01,1.0
3,9781439149706,Simon & Schuster,"A New Hampshire baker finds herself in the midst of two Holocaust stories: her grandmother’s story of survival, and the confessions of an elderly German man, an SS officer.",0.0,THE STORYTELLER,Jodi Picoult,,combined-print-and-e-book-fiction,2013-04-01,2.0
4,9781476713137,Simon & Schuster,"In Book 2 of the Just One Night series, Kasie Fitzgerald is crazy about Robert, the man she slept with in Las Vegas, but Dave, her
fiancé, is furious.",0.0,EXPOSED,Kyra Davis,,combined-print-and-e-book-fiction,2013-04-01,1.0
5,9780316097529,"Little, Brown & Company","While Alex Cross pursues a Washington serial killer (or killers?), someone is after him.",0.0,"ALEX CROSS, RUN",James Patterson,,combined-print-and-e-book-fiction,2013-04-01,2.0
6,9780307588388,Crown Publishing,A woman disappears on the day of her fifth anniversary; is her husband a killer?,0.0,GONE GIRL,Gillian Flynn,,combined-print-and-e-book-fiction,2013-04-01,26.0
7,9780385350082,Knopf Doubleday Publishing,"An unlikely collection of guests gather at an inn by the sea on Ireland’s west coast; the final book by Binchy, who died in 2012. ",0.0,A WEEK IN WINTER,Maeve Binchy,,combined-print-and-e-book-fiction,2013-04-01,2.0
8,A00B00BUPMC8C,Jasinda Wilder,"Years after her boyfriend’s accidental death, Nell Hawthorne encounters his older brother, and they embark on a painful but ultimately healing relationship.",0.0,FALLING INTO YOU,Jasinda Wilder,,combined-print-and-e-book-fiction,2013-04-01,1.0
9,9781460306390,Harlequin,"Three women on Blackberry Island, bound by the strongest of friendships, are at crucial turning points in their lives.",0.0,THREE SISTERS,Susan Mallery,,combined-print-and-e-book-fiction,2013-04-01,1.0
10,9780316128650,"Little, Brown & Company","In this first adult novel by the author of the Twilight series for teenagers, aliens have taken control of the minds and bodies of most humans, but one woman won’t surrender; originally published in 2008.",0.0,THE HOST,Stephenie Meyer,,combined-print-and-e-book-fiction,2013-04-01,1.0
11,9780446574242,Grand Central Publishing,"A mysterious young woman, while putting down roots in a small North Carolina town, is still haunted by a dark secret from her past.",0.0,SAFE HAVEN,Nicholas Sparks,,combined-print-and-e-book-fiction,2013-04-01,5.0
12,9781476711102,Simon & Schuster,"Kasie Fitzgerald sleeps with a man in Las Vegas. She meant for it to be just one night, but she winds up wanting more. Then he offers to engage her P.R. firm. Part 1 of the Just One Night series.",0.0,THE STRANGER,Kyra Davis,,combined-print-and-e-book-fiction,2013-04-01,1.0
13,A00B00BTJQZNC,J.C. Reed,"Brooke Stewart, a New York real estate agent who avoids relationships, embarks on an affair with Jeff Mayfield, a millionaire playboy.",0.0,SURRENDER YOUR LOVE,JC Reed,,combined-print-and-e-book-fiction,2013-04-01,2.0
14,9781612130293,Knopf Doubleday Publishing,An innocent college student falls in love with a tortured man with particular sexual tastes; the first of a trilogy.,0.0,FIFTY SHADES OF GREY,E L James,,combined-print-and-e-book-fiction,2013-04-01,21.0
15,9780446557634,Grand Central Publishing,A Princeton admissions officer is shaken when issues from her past resurface; originally published in 2009 and the basis of the recently released movie.,0.0,ADMISSION,Jean Hanff Korelitz,,combined-print-and-e-book-fiction,2013-04-01,1.0
16,9780062276940,HarperCollins Publishers,"Lady Grace Ryburn, the daughter of the Duke and Duchess of Ashbrook from “The Ugly Duchess,” is in love with Colin Barry, a dashing young lieutenant. Will he notice her when he returns home?",0.0,WITH THIS KISS,Eloisa James,,combined-print-and-e-book-fiction,2013-04-01,1.0
17,9781429960236,"Farrar, Straus & Giroux",A man recently released from a mental institution has two obsessions: his estranged wife and the Philadelphia Eagles. The basis of the movie; originally published in 2009.,0.0,THE SILVER LININGS PLAYBOOK,Matthew Quick,,combined-print-and-e-book-fiction,2013-04-01,4.0
18,9780547416113,Houghton Mifflin Harcourt,A teenage boy and a 450-pound tiger on a lifeboat after a shipwreck; originally published in 2002 and now a movie.,0.0,LIFE OF PI,Yann Martel,,combined-print-and-e-book-fiction,2013-04-01,3.0
19,9780345538895,Random House Publishing,A Highland warrior falls in love with a reclusive woman who has been the captive of a cruel laird.,0.0,HIGHLANDER MOST WANTED,Maya Banks,,combined-print-and-e-book-fiction,2013-04-01,1.0
20,9780345527592,Delacorte Press,An assistant district attorney’s life is shaken when his 14-year-old son is accused of murder.,0.0,DEFENDING JACOB,William Landay,,combined-print-and-e-book-fiction,2013-04-01,4.0
1,9781101621219,Putnam,"A former criminal attorney who has been acquitted of his wife’s murder retreats to his family estate on a rocky New England cliff, where he is comforted by the house’s caretaker amid continuing danger.",0.0,WHISKEY BEACH,Nora Roberts,,combined-print-and-e-book-fiction,2013-05-01,2.0
2,9780985547325,Laree Bailey Press," A young woman goes to bed with a sexy man, but complications ensue. The first in a series.",0.0,DAMAGED,H M Ward,,combined-print-and-e-book-fiction,2013-05-01,1.0
3,9781250019974,St. Martin's,The forensic sculptor Eve Duncan undertakes a job for a man with dark secrets; the first book in a trilogy.,0.0,TAKING EVE,Iris Johansen,,combined-print-and-e-book-fiction,2013-05-01,1.0
4,9780989078313,Rachel Van Dyken,"Jake, a Seattle millionaire, asks his formerly estranged childhood friend Kacey to pretend to be engaged to him. But she reckoned without Jake’s brother, Travis.",0.0,THE BET,Rachel Van Dyken,,combined-print-and-e-book-fiction,2013-05-01,2.0
5,A00B00C9QORFW,Katy Evans,"Remington Tate, the star of the dangerous underground fighting circuit, sets a woman’s mind ablaze and her body on fire with wanting.",0.0,REAL,Katy Evans,,combined-print-and-e-book-fiction,2013-05-01,1.0
6,9781476731544,Gallery Books,A Wall Street bad boy starts wondering whether the finance whiz Sara Dillon is somebody for him outside the bedroom. A sequel to “Beautiful Bastard.”,0.0,BEAUTIFUL STRANGER,Christina Lauren,,combined-print-and-e-book-fiction,2013-05-01,1.0
7,9781101611029,Dutton,"Six years after the woman he loved married another man, Jake Fisher discovers that neither she nor their life together were what theyseemed, and he sets out to uncover the truth.",0.0,SIX YEARS,Harlan Coben,,combined-print-and-e-book-fiction,2013-05-01,2.0
8,9780307588388,Crown,A woman disappears on the day of her fifth anniversary; is her husband a killer?,0.0,GONE GIRL,Gillian Flynn,,combined-print-and-e-book-fiction,2013-05-01,26.0
9,9781451668964,Simon & Schuster,Two sisters are threatened by a dark secret from their family’s past.,0.0,DADDY'S GONE A HUNTING,Mary Higgins Clark,,combined-print-and-e-book-fiction,2013-05-01,1.0
